sigla;nome;cred_aula;cred_trabalho;ch_total
5910186;Biofísica I;4;0;60
5910186;Biofísica I;2;0;30
5910187;Biofísica II;4;0;60
5910187;Biofísica II;4;0;60
5910260;Biofísica Molecular;4;0;60
5920853;Biogeografia;2;1;60
5920939;Bioinformática I;4;0;60
5920942;Bioinformática II;4;0;60
5920876;Biologia  do  Desenvolvimento;2;0;30
5920930;Biologia  Humana;4;0;60
5920108;Biologia Celular;6;1;120
5920822;Biologia Celular;5;1;105
5920851;Biologia da Conservação;4;1;90
5920974;Biologia da Polinização;4;1;90
5920847;Biologia de Campo;5;3;165
5961151;Biologia do Conhecimento de Maturana e Varela: Uma Introdução;3;0;45
5920118;Biologia e Educação;2;1;60
5920952;Biologia e Educação;2;1;60
5920952;Biologia e Educação;2;1;60
5920290;Biologia Geral;4;0;60
5920231;Biologia Molecular;5;1;105
5920845;Biologia Molecular;4;0;60
5930151;Biologia Molecular;4;0;60
5930152;Biologia Molecular Forense;4;0;60
5930152;Biologia Molecular Forense;4;0;60
5930153;Biologia Molecular Forense Experimental;4;1;90
5930153;Biologia Molecular Forense Experimental;4;1;90
5920814;Biologia Tecidual;6;1;120
5920830;Biologia Tecidual;4;1;90
5920830;Biologia Tecidual;4;1;90
5920883;Bioprospecção para Processos Biotecnológicos;2;1;60
5930233;Bioquímica Experimental;4;1;90
5931022;Bioquímica Experimental;4;1;90
5930232;Bioquímica I;4;0;60
5930252;Bioquímica II;2;0;30
5930702;Bioquímica III;2;0;30
5930185;Bioquímica Industrial;4;0;60
5930147;Bioquímica Industrial Experimental;4;1;90
5920976;Bioquímica para Ciências Biológicas;4;0;60
5931017;Bioquímica Teórica I;4;0;60
5931021;Bioquímica Teórica II;2;0;30
5920817;Biotecnologia;2;1;60
5920946;Biotecnologia Ambiental;4;0;60
5920935;Biotecnologia Básica;3;0;45
5920881;Biotecnologia na Apicultura: Acasalamentos naturais e Inseminação Instrumental em Abelhas Apis mellifera;3;0;45
5920948;Biotecnologia na Saúde;4;0;60
5920944;Biotecnologia Vegetal;4;0;60
5920284;Botânica Econômica;4;1;90
5961043;Brinquedos e Brincadeiras na Educação Infantil;2;0;30
5910106;Cálculo Diferencial e Integral I;4;0;60
5950106;Cálculo Diferencial e Integral I;4;0;60
5950253;Cálculo Diferencial e Integral I;6;0;90
5952001;Cálculo Diferencial e Integral I;6;0;90
5950202;Cálculo Diferencial e Integral II;4;0;60
5950254;Cálculo Diferencial e Integral II;6;0;90
5952002;Cálculo Diferencial e Integral II;6;0;90
5950307;Calculo Diferencial e Integral III;4;0;60
5952003;Cálculo Diferencial e Integral III;6;0;90
5952025;Cálculo Estocástico;4;0;60
5950256;Cálculo Numérico;4;1;90
5952006;Cálculo Numérico;4;1;90
5952023;Cálculo Variacional e Controle Ótimo em Economia;4;0;60
5970430;Canto Coral I;2;0;30
5970430;Canto Coral I;2;0;30
5970431;Canto Coral II;2;0;30
5970431;Canto Coral II;2;0;30
5970432;Canto Coral III;2;0;30
5970432;Canto Coral III;2;0;30
5970433;Canto Coral IV;2;0;30
5970433;Canto Coral IV;2;0;30
5970434;Canto Coral V;2;0;30
5970434;Canto Coral V;2;0;30
5970435;Canto Coral VI;2;0;30
5970435;Canto Coral VI;2;0;30
5970436;Canto Coral VII;2;0;30
5970436;Canto Coral VII;2;0;30
5970437;Canto Coral VIII;2;0;30
5970437;Canto Coral VIII;2;0;30
5970402;Canto I;1;3;105
5970403;Canto II;1;3;105
5970406;Canto III;1;3;105
5970407;Canto IV;1;3;105
5970416;Canto V;1;3;105
5970417;Canto VI;1;3;105
5970422;Canto VII;1;3;105
5970423;Canto VIII;1;3;105
5952040;Caos e Fractais;2;0;30
5920856;Cartografia e Fotointerpretação;4;0;60
5961136;Cartografia Escolar;2;0;30
5920868;Certificação Ambiental;4;0;60
5962001;Ciência da Informação;4;1;90
5930124;Ciências Forenses;4;0;60
5930125;Ciências Sociais;2;0;30
5940749;Clínica Etnopsicanalítica I;2;2;90
5940760;Clínica Etnopsicanalítica II;2;2;90
5971300;Colaboração Pianística I;1;1;45
5971301;Colaboração Pianística II;1;1;45
5971302;Colaboração Pianística III;1;1;45
5971303;Colaboração Pianística IV;1;1;45
5971304;Colaboração Pianística V;1;1;45
5971305;Colaboração Pianística VI;1;1;45
5971306;Colaboração Pianística VII;1;1;45
5952018;Complementos de Álgebra Linear;4;0;60
5950229;Complementos de Matemática para a Química;2;0;30
5920224;Comportamento Animal;4;0;60
5920220;Comportamento Humano e Evolução: Abordagens Biológicas e Culturais;2;2;90
5953002;Computação em Sinais Biomédicos;4;2;120
5955002;Computação em Sinais Biomédicos;4;2;120
5954005;Computadores e Sociedade;2;0;30
5954005;Computadores e Sociedade;2;0;30
5962099;Comunicação Científica;2;1;60
5920116;Comunicação e Linguagem no Ensino de Biologia;4;3;150
5920956;Comunicação e Linguagem no Ensino de Biologia;4;3;150
5920956;Comunicação e Linguagem no Ensino de Biologia;4;3;150
5962011;Comunicação, Linguagem e Informação;4;0;60
5970548;Conceitos Fundamentais da Música;2;1;60
5970548;Conceitos Fundamentais da Música;2;1;60
5961129;Concepções e Práticas Pedagógicas de Educação Infantil;4;1;90
5962111;Conhecimento, Classificação e Poder;4;1;90
5920854;Conservação de Recursos Genéticos Vegetais;4;0;60
5962082;Constituição dos Sentidos e dos Sujeitos no Discurso Literário Infanto-juvenil;2;0;30
5931045;Construção Histórica e Social do Currículo: Debatendo o Ensino de Química na Escola Básica;2;0;30
5940930;Construcionismo Social e Psicologia;2;1;60
5940773;Contribuições da Psicologia à Odontologia;2;0;30
5940193;Contribuições da Psicologia à Odontologia I;1;0;15
5940194;Contribuições da Psicologia à Odontologia II;1;1;45
5910162;Controle de Qualidade em Medicina Nuclear;4;0;60
5970408;Criação Musical I;2;1;60
5970408;Criação Musical I;2;1;60
5970409;Criação Musical II;2;1;60
5970409;Criação Musical II;2;1;60
5970420;Criação Musical III;2;1;60
5970420;Criação Musical III;2;1;60
5970421;Criação Musical IV;2;1;60
5970421;Criação Musical IV;2;1;60
5930136;Criminalística;4;0;60
5910606;Cristalografia;4;0;60
5962090;Cultura, Sociedade e Informação;4;1;90
5930693;Curso Básico de AutoCAD;2;2;90
5962132;Data Science para Humanas, Introdução a análise de dados, modelos e algoritmos de Machine Learning;2;1;60
5961067;Desenvolvimento Cognitivo e Prática Educativa;4;0;60
5962079;Desenvolvimento de Trabalho de Conclusão de Curso I;2;2;90
5962080;Desenvolvimento de Trabalho de Conclusão de Curso II;10;10;450
5940729;Diagnóstico e Intervenção nas Dificuldades de Aprendizagem: Uma Abordagem Psicopedagógica I;2;2;90
5940741;Diagnóstico e Intervenção nas Dificuldades de Aprendizagem: Uma Abordagem Psicopedagógica II;2;2;90
5961020;Didática da Alfabetização: Teoria, Princípios e Procedimentos;4;0;60
5961176;Didática das Ciências;2;1;60
5961120;Didática Geral I;4;2;120
5960121;Didática Geral II;4;2;120
5961012;Didática I;4;0;60
5961089;Didática II;4;1;90
5940116;Dinâmica de Grupo;3;1;75
5961145;Discutindo os Conceitos de Física com as Crianças Pequenas;3;1;75
5940049;Distúrbios Emocionais, Cognitivos e Comportamentais na Infância e Adolescência;4;2;120
5920820;Diversidade da Vida;2;2;90
5962029;Documentação Audiovisual;4;0;60
5910152;Dosimetria;4;0;60
5940750;Drogas: Clínica e Sociedade I;3;4;165
5940761;Drogas: Clínica e Sociedade II;3;4;165
5920874;Ecofisiologia Vegetal;3;1;75
5920931;Ecologia  Evolutiva;2;4;150
5920850;Ecologia Comportamental;4;0;60
5920805;Ecologia de Ecossistemas;4;2;120
5920866;Ecologia de Paisagens;4;0;60
5920977;Ecologia de Paisagens;4;0;60
5920873;Ecologia de Populações;3;1;75
5930675;Ecologia para Química;4;0;60
5920120;Ecologia Trófica e Populacional;4;2;120
5920813;Ecologia Vegetal;4;2;120
5920840;Ecossistemas;4;0;60
5920886;Ecossistemas Aquáticos;2;0;30
5961053;Educação a Distância: Fundamentos e Políticas;4;0;60
5920972;Educação Ambiental;4;1;90
5920972;Educação Ambiental;4;1;90
5961048;Educação Ambiental;2;1;60
5961034;Educação de Jovens e Adultos;2;1;60
5961132;Educação de Jovens e Adultos: Aspectos Históricos, Políticas Públicas e Sujeitos Educandos;4;1;90
5961128;Educação e Cultura Corporal: Fundamentos e Práticas;4;0;60
5961105;Educação e Saúde na Comunidade;4;0;60
5940215;Educação e Subjetividade;4;1;90
5940637;Educação e Subjetividade;3;1;75
5961101;Educação Infantil I;4;1;90
5961102;Educação Infantil II;4;1;90
5910160;Efeitos Biológicos das Radiações Ionizantes;4;0;60
5962063;Elaboração de Resumos Documentários e Indexação;4;1;90
5910200;Elementos de Anatomia e Fisiologia Humana;4;0;60
5920815;Elementos de Anatomia e Fisiologia Humana;5;0;75
5950261;Elementos de Cálculo;8;0;120
5952030;Elementos de Matemática Básica;4;0;60
5954000;Elementos de Matemática Básica;4;0;60
5910150;Eletromagnetismo;4;0;60
5910130;Eletrônica;6;0;90
5930703;Eletroquímica;2;0;30
5931053;Eletroquímica;2;0;30
5930665;Eletroquímica Ambiental;2;0;30
5930107;Eletroquímica Fundamental e Aplicada;4;0;60
5930637;Elucidação Estrutural de Compostos Orgânicos por Métodos Espectrométricos;2;1;60
5920319;Embriologia e Morfogênese;6;0;90
5920835;Embriologia e Morfogênese;4;0;60
5910192;Empreendedorismo Científico;2;0;30
5920943;Empreendedorismo em Biotecnologia Animal;1;2;75
5910192;Empreendedorismo para Física Médica;2;1;60
5930186;Empreendedorismo Tecnológico;2;0;30
5953028;Engenharia de Software;4;0;60
5954014;Engenharia de Software;4;1;90
5955028;Engenharia de Software;4;0;60
5931063;Ensino de Química e Educação Inclusiva;2;2;90
5931041;Ensino de Química Sob a Perspectiva do Movimento Cts e da Educação Ambiental;2;0;30
5930670;Enzimologia;2;1;60
5920936;Enzimologia Aplicada;4;0;60
5940045;Epistemologia das Ciências Humanas;2;1;60
5940664;Epistemologia das Ciências Humanas;2;1;60
5952039;Equações Diferenciais com Memória;4;0;60
5961150;Escola, Infância e Cinema;2;0;30
5961082;Escrita, Alfabetização e Letramento: Uma Abordagem Histórica;2;0;30
5920978;Espaços de Ensino não Formal de Biologia;2;1;60
5952020;Espaços Métricos;4;0;60
5910168;Estágio;0;10;300
5911081;Estágio;2;9;300
5952017;Estágio;2;9;300
5962081;Estágio;2;10;330
5940771;Estágio Básico em Entrevista;2;3;120
5940769;Estágio Básico em Investigação Científica;2;2;90
5940770;Estágio Básico em Observação;2;2;90
5920855;Estágio de Pesquisa I em Biologia Ambiental;2;2;90
5920919;Estágio de Pesquisa I em Biologia Evolutiva;2;2;90
5920979;Estágio de Pesquisa I em Biologia Geral;2;2;90
5920934;Estágio de Pesquisa I em Biologia Molecular e Tecnológica;2;2;90
5920862;Estágio de Pesquisa II em Biologia Ambiental;2;2;90
5920925;Estágio de Pesquisa II em Biologia Evolutiva;2;2;90
5920980;Estágio de Pesquisa II em Biologia Geral;2;2;90
5920940;Estágio de Pesquisa II em Biologia Molecular e Tecnológica;2;2;90
5920131;Estágio em Biologia Geral I;2;5;180
5920887;Estágio em Biologia Geral I;2;2;90
5920139;Estágio em Biologia Geral II;2;5;180
5920888;Estágio em Biologia Geral II;2;2;90
5920140;Estágio em Biologia Geral III;2;5;180
5920889;Estágio em Biologia Geral III;2;2;90
5920141;Estágio em Biologia Geral IV;2;5;180
5920890;Estágio em Biologia Geral IV;2;2;90
5930240;Estágio em Bioquímica;2;7;240
5920132;Estágio em Botânica I;2;5;180
5920891;Estágio em Botânica I;2;2;90
5920142;Estágio em Botânica II;2;5;180
5920892;Estágio em Botânica II;2;2;90
5920143;Estágio em Botânica III;2;5;180
5920893;Estágio em Botânica III;2;2;90
5920144;Estágio em Botânica IV;2;5;180
5920894;Estágio em Botânica IV;2;2;90
5971274;Estágio em Ciências da Performance I;2;2;90
5971275;Estágio em Ciências da Performance II;2;2;90
5971276;Estágio em Ciências da Performance III;1;3;105
5971277;Estágio em Ciências da Performance IV;1;3;105
5971278;Estágio em Ciências da Performance V;1;3;105
5971279;Estágio em Ciências da Performance VI;1;3;105
5971280;Estágio em Ciências da Performance VII;1;3;105
5971281;Estágio em Ciências da Performance VIII;1;3;105
5961154;Estágio em Didática das Ciências;1;1;45
5920133;Estágio em Ecologia I;2;5;180
5920895;Estágio em Ecologia I;2;2;90
5920145;Estágio em Ecologia II;2;5;180
5920896;Estágio em Ecologia II;2;2;90
5920146;Estágio em Ecologia III;2;5;180
5920897;Estágio em Ecologia III;2;2;90
5920147;Estágio em Ecologia IV;2;5;180
5920898;Estágio em Ecologia IV;2;2;90
5920134;Estágio em Fisiologia Animal I;2;5;180
5920899;Estágio em Fisiologia Animal I;2;2;90
5920148;Estágio em Fisiologia Animal II;2;5;180
5920900;Estágio em Fisiologia Animal II;2;2;90
5920149;Estágio em Fisiologia Animal III;2;5;180
5920901;Estágio em Fisiologia Animal III;2;2;90
5920150;Estágio em Fisiologia Animal IV;2;5;180
5920902;Estágio em Fisiologia Animal IV;2;2;90
5920136;Estágio em Genética, Evolução e Biologia Molecular I;2;5;180
5920907;Estágio em Genética, Evolução e Biologia Molecular I;2;2;90
5920154;Estágio em Genética, Evolução e Biologia Molecular II;2;5;180
5920908;Estágio em Genética, Evolução e Biologia Molecular II;2;2;90
5920155;Estágio em Genética, Evolução e Biologia Molecular III;2;5;180
5920909;Estágio em Genética, Evolução e Biologia Molecular III;2;2;90
5920156;Estágio em Genética, Evolução e Biologia Molecular IV;2;5;180
5920910;Estágio em Genética, Evolução e Biologia Molecular IV;2;2;90
5920135;Estágio em Geologia e Paleontologia I;2;5;180
5920903;Estágio em Geologia e Paleontologia I;2;2;90
5920903;Estágio em Geologia e Paleontologia I;2;2;90
5920151;Estágio em Geologia e Paleontologia II;2;5;180
5920904;Estágio em Geologia e Paleontologia II;2;2;90
5920152;Estágio em Geologia e Paleontologia III;2;5;180
5920905;Estágio em Geologia e Paleontologia III;2;2;90
5920153;Estágio em Geologia e Paleontologia IV;2;5;180
5920906;Estágio em Geologia e Paleontologia IV;2;2;90
5961152;Estágio em Metodologia do Ensino em Química I;1;1;45
5961153;Estágio em Metodologia do Ensino em Química II;1;1;45
5920137;Estágio em Microbiologia I;2;5;180
5920911;Estágio em Microbiologia I;2;2;90
5920157;Estágio em Microbiologia II;2;5;180
5920912;Estágio em Microbiologia II;2;2;90
5920158;Estágio em Microbiologia III;2;5;180
5920913;Estágio em Microbiologia III;2;2;90
5920159;Estágio em Microbiologia IV;2;5;180
5920914;Estágio em Microbiologia IV;2;2;90
5930241;Estágio em Química Analítica;2;7;240
5931065;Estágio em Química para o ensino Médio I;1;2;75
5931066;Estágio em Química para o ensino Médio II;1;2;75
5930246;Estágio em Química Tecnológica;2;7;240
5920138;Estágio em Zoologia I;2;5;180
5920915;Estágio em Zoologia I;2;2;90
5920915;Estágio em Zoologia I;2;2;90
5920160;Estágio em Zoologia II;2;5;180
5920916;Estágio em Zoologia II;2;2;90
5920161;Estágio em Zoologia III;2;5;180
5920917;Estágio em Zoologia III;2;2;90
5920162;Estágio em Zoologia IV;2;5;180
5920918;Estágio em Zoologia IV;2;2;90
5930662;Estágio I - Química Forense;1;4;135
5930154;Estágio I  Bioquímica e Biologia Molecular;1;4;135
5930162;Estágio I  Físico-química;1;4;135
5930170;Estágio I  Química Ambiental;1;4;135
5930158;Estágio I  Química Analítica;1;4;135
5930174;Estágio I  Química Inorgânica;1;4;135
5930166;Estágio I  Química Orgânica;1;4;135
5930178;Estágio I  Química Tecnológica;1;4;135
5930182;Estágio I  Química Tecnológica, Biotecnológica e Agroindustrial;5;15;525
5930155;Estágio II - Bioquímica e Biologia Molecular;1;4;135
5930664;Estágio II - Química Forense;1;4;135
5930663;Estágio II - Química Tecnológica, Biotecnológica e Agroindustrial;5;15;525
5930163;Estágio II  Físico-química;1;4;135
5930171;Estágio II  Química Ambiental;1;4;135
5930159;Estágio II  Química Analítica;1;4;135
5930175;Estágio II  Química Inorgânica;1;4;135
5930167;Estágio II  Química Orgânica;1;4;135
5930179;Estágio II  Química Tecnológica;1;4;135
5930156;Estágio III - Bioquímica e Biologia Molecular;1;8;255
5930160;Estágio III - Química Analítica;1;8;255
5930164;Estágio III  Físico-química;1;8;255
5930172;Estágio III  Química Ambiental;1;8;255
5930176;Estágio III  Química Inorgânica;1;8;255
5930168;Estágio III  Química Orgânica;1;8;255
5930180;Estágio III  Química Tecnológica;1;8;255
5961177;Estágio Integrado Interdisciplinar;2;2;90
5930157;Estágio IV  Bioquímica e Biologia Molecular;1;8;255
5930165;Estágio IV  Físico-química;1;8;255
5930173;Estágio IV  Química Ambiental;1;8;255
5930161;Estágio IV  Química Analítica;1;8;255
5930177;Estágio IV  Química Inorgânica;1;8;255
5930169;Estágio IV  Química Orgânica;1;8;255
5930181;Estágio IV  Química Tecnológica;1;8;255
5920872;Estágio Profissionalizante em Biologia Ambiental I;2;10;330
5920968;Estagio Profissionalizante em Biologia Ambiental II;2;10;330
5920951;Estágio Profissionalizante em Biologia Molecular e Tecnológica I;2;10;330
5920970;Estágio Profissionalizante em Biologia Molecular e Tecnológica II;2;10;330
5940917;Estágio supervisionado em Processos Clínicos e Atenção em Saúde I;2;2;90
5940918;Estágio supervisionado em Processos Clínicos e Atenção em Saúde II;2;2;90
5940919;Estágio supervisionado em Processos Clínicos e Atenção em Saúde III;2;2;90
5940920;Estágio supervisionado em Processos Clínicos e Atenção em Saúde IV;2;2;90
5940913;Estágio supervisionado em Processos e Práticas Psicossociais I;2;2;90
5940914;Estágio supervisionado em Processos e Práticas Psicossociais II;2;2;90
5940915;Estágio supervisionado em Processos e Práticas Psicossociais III;2;2;90
5940916;Estágio supervisionado em Processos e Práticas Psicossociais IV;2;2;90
5910221;Estatística Aplicada à Educação;2;0;30
5940674;Estatística Aplicada à Psicologia;2;1;60
5910209;Estatística Aplicada I;4;0;60
5910212;Estatística Aplicada II;4;0;60
5910125;Estatistica Básica;4;0;60
5910205;Estatistica I;4;0;60
5910302;Estatistica II;4;0;60
5950126;Estatística para Química Tecnológica;4;0;60
5962085;Estudos da Linguagem: Leitura e Produção de Textos Científicos;2;0;30
5962121;Estudos da Linguagem: Leitura e Produção de Textos Científicos;2;1;60
5931034;Estudos Independentes I;0;1;30
5931035;Estudos Independentes II;0;1;30
5931036;Estudos Independentes III;0;1;30
5962116;Estudos Métricos da Informação Científica;4;1;90
5961121;Estudos Textuais e Produção Linguística;2;0;30
5961049;Ética Geral;2;0;30
5940007;Etica Profissional;2;0;30
5940635;Ética Profissional;2;1;60
5962091;Ética, Política e Informação;4;0;60
5940646;Etologia;3;1;75
5940218;Etologia e Genética;4;1;90
5920708;Evolução;4;0;60
5920921;Evolução  de  Genes  e  Genomas;4;0;60
5910224;Evolução dos Conceitos da Física;4;0;60
5920818;Evolução e Sistemática Biológica;2;0;30
5920818;Evolução e Sistemática Biológica;2;0;30
5910137;Experimentos em Dosimetria de Radiações Ionizantes;4;0;60
5910133;Experimentos em Física Atômica e Radiações Ionizantes;4;0;60
5920926;Filogenia dos Metazoa;2;0;30
5920819;Filosofia da Ciência, Epistemologia e Ética;2;0;30
5961007;Filosofia da Educação I;4;0;60
5961009;Filosofia da Educação II;4;0;60
5961088;Financiamento da Educação no Brasil;4;1;90
5910197;Física - Modelos e Aplicações;4;0;60
5913001;Física Acústica;3;0;45
5970529;Física Básica e Acústica para Músicos;2;1;60
5910195;Física Básica I;4;0;60
5910196;Física Básica II;4;0;60
5910154;Física Computacional;4;0;60
5910151;Física das Radiações;4;0;60
5910218;Física de Dispositivos Semicondutores;2;0;30
5910158;Física do Corpo Humano;4;0;60
5910153;Física Estatística;4;0;60
5910234;Física Experimental;2;0;30
5910177;Física Experimental - Eletricidade e Magnetismo;4;0;60
5910174;Física Experimental - Mecânica;4;0;60
5910175;Física Experimental - Ondas, Fluídos e Termodinâmica;4;0;60
5910127;Física Experimental - Ótica;4;0;60
5910235;Física I;6;0;90
5910166;Física I - Mecânica;4;0;60
5910263;Física I para Licenciatura;6;0;90
5910236;Física II;6;0;90
5910170;Física II - Ondas, Fluídos e Termodinâmica;4;0;60
5910264;Física II para Licenciatura;4;0;60
5910233;Física III;6;0;90
5910171;Física III - Eletricidade e Magnetismo;4;0;60
5910265;Física III para Licenciatura;4;0;60
5910172;Física IV - Ótica;4;0;60
5910155;Física Matemática I;4;0;60
5910163;Física Matemática II;4;0;60
5910128;Física Moderna I;4;0;60
5910190;Física Moderna II;4;0;60
5930346;Fisico Quimica I;4;0;60
5931008;Físico Química I - Físico Química de Equilíbrio;4;0;60
5930347;Físico Química II;4;0;60
5931012;Físico Química II - Físico Química Dinâmica;4;0;60
5930300;Físico Química III;4;0;60
5931019;Físico- Química Experimental;6;0;90
5930183;Físico-química Experimental;6;1;120
5930647;Físico-Química IV;4;0;60
5920119;Fisiologia Comparativa da Osmorregulação e Digestória;3;0;45
5920226;Fisiologia Comparativa da Respiração, Circulação e Metabolismo;4;0;60
5920225;Fisiologia Comparativa dos Sistemas Endócrino e Muscular;4;1;90
5920848;Fisiologia Comparativa dos Sistemas Endócrino e Muscular;3;1;75
5920848;Fisiologia Comparativa dos Sistemas Endócrino e Muscular;3;1;75
5920975;Fisiologia Comparativa I;4;1;90
5920230;Fisiologia Vegetal;7;0;105
5920852;Fisiologia Vegetal;5;0;75
5971376;Flauta I;1;3;105
5971377;Flauta II;1;3;105
5971378;Flauta III;1;3;105
5971379;Flauta IV;1;3;105
5971380;Flauta V;1;3;105
5971381;Flauta VI;1;3;105
5971382;Flauta VII;1;3;105
5971383;Flauta VIII;1;3;105
5962087;Formação e Atuação do Profissional da Informação;2;0;30
5952007;Funções de uma Variável Complexa e Equações Diferenciais Parciais;6;0;90
5961124;Fundamentos Antropológicos da Educação;4;0;60
5970530;Fundamentos da Acústica Musical;2;1;60
5970529;Fundamentos da Acústica Musical I;2;1;60
5970530;Fundamentos da Acústica Musical II;2;1;60
5962103;Fundamentos da Biblioteconomia e Ciência da Informação;4;1;90
5970542;Fundamentos da Educação Musical;2;2;90
5970542;Fundamentos da Educação Musical;2;2;90
5961084;Fundamentos de Educação Especial;2;0;30
5910178;Fundamentos de Física e Matemática;4;1;90
5930694;Fundamentos de Físico-Química Orgânica;2;2;90
5962056;Fundamentos de Lógica;4;0;60
5953010;Fundamentos de Matemática;4;1;90
5955010;Fundamentos de Matemática;4;1;90
5930697;Fundamentos de Química Analítica;8;1;150
5930217;Fundamentos de Química Experimental;8;0;120
5920831;Fundamentos em Ecologia;3;1;75
5910226;Fundamentos Físicos do Som na Música;4;0;60
5961127;Fundamentos Históricos e Políticos da Educação Infantil Brasileira;4;1;90
5961085;Fundamentos Psicológicos da Educação I;4;0;60
5961090;Fundamentos Psicológicos da Educação II;4;0;60
5961069;Fundamentos Psicológicos da Educação III;4;1;90
5961144;Fundamentos Psicológicos da Educação III;4;1;90
5962096;Gênero e Juventude: Conceitos, Representações e Imaginários Sociais;4;0;60
5940695;Gênero e Sexualidade I;4;4;180
5940721;Gênero e Sexualidade II;4;4;180
5920928;Genética  de  Populações  e  Quantitativa;2;1;60
5920508;Genética I;6;0;90
5920827;Genética I;4;1;90
5920117;Genética II;6;0;90
5920833;Genética II;4;0;60
5920811;Geologia;4;1;90
5920821;Geologia;2;1;60
5920923;Geologia Histórica;2;1;60
5950228;Geometria Analítica;2;0;30
5952034;Geometria Diferencial;4;0;60
5920863;Geoprocessamento e Sensoriamento Remoto;6;2;150
5930685;Geoquímica;2;0;30
5962095;Gerenciamento de Conteúdo Digital;2;1;60
5962098;Gerenciamento Eletrônico de Documentos;2;1;60
5962112;Gerenciamento Eletrônico de Documentos;4;1;90
5930684;Gestão Ambiental;2;0;30
5962053;Gestão da Informação e do Conhecimento;2;0;30
5962115;Gestão da Informação e do Conhecimento;4;1;90
5930193;Gestão da Qualidade na Agroindústria;2;0;30
5920858;Gestão de Áreas Protegidas;4;0;60
5940214;Gestão de Carreira I;4;1;90
5940669;Gestão de Carreira I;4;1;90
5940222;Gestão de Carreira II;4;1;90
5940737;Gestão de Carreira II;2;2;90
5940933;Gestão de Carreira III;2;2;90
5962092;Gestão de Coleções em Unidades de Informação;4;0;60
5962122;Gestão de Coleções em Unidades de Informação;4;1;90
5940751;Gestão de Pessoas I;4;4;180
5940762;Gestão de Pessoas II;4;4;180
5920882;Gestão de Projetos e Administração de Inovações;4;0;60
5962069;Gestão do Conhecimento e Inteligência Competitiva;2;0;30
5961025;Gestão e Coordenação do Trabalho na Escola I;4;0;60
5961029;Gestão e Coordenação do Trabalho na Escola II;4;0;60
5961139;Gestão Educacional e Coordenação do Trabalho na Escola I;4;1;90
5961140;Gestão Educacional e Coordenação do Trabalho na Escola II;4;0;60
5961133;Gestão Educacional: Políticas, Processos e Cotidiano Escolar;4;0;60
5940145;Grupo de Orientação Profissional I;4;2;120
5940752;Grupo de Orientação Profissional I;4;2;120
5940154;Grupo de Orientação Profissional II;4;2;120
5940763;Grupo de Orientação Profissional II;4;2;120
5971310;Harmonia e Contraponto I;2;1;60
5971311;Harmonia e Contraponto II;2;1;60
5971312;Harmonia e Contraponto III;2;1;60
5971313;Harmonia e Contraponto IV;2;1;60
5970245;História  da Musica VI;2;0;30
5920920;História  do  Pensamento  Biológico;2;0;30
5920828;História da Biologia;4;0;60
5961002;História da Educação;4;0;60
5961005;História da Educação II;4;0;60
5961099;História da Educação III;4;0;60
5961092;História da Educação Infantil no Brasil;4;0;60
5961125;História da Educação no Brasil;4;0;60
5940026;História da Filosofia I;3;1;75
5940651;História da Filosofia I;3;1;75
5940033;História da Filosofia II;3;1;75
5940682;História da Filosofia II;3;2;105
5970677;História da Música I;2;1;60
5970678;História da Música II;2;1;60
5970679;História da Música III;2;0;30
5970680;História da Música IV;2;0;30
5970244;História da Música V;2;0;30
5962101;História da Organização do Conhecimento e da Informação;4;1;90
5940030;História da Psicologia Contemporânea;2;1;60
5940627;História da Psicologia I;3;1;75
5940663;História da Psicologia II;2;1;60
5931030;História da Química;2;1;60
5962008;História dos Meios de Transmissão Cultural e dos Equipamentos Culturais;4;1;90
5940039;História dos Saberes Psicológicos;3;1;75
5970008;História e Estilo da Música II;3;1;75
5970009;História e Estilo da Música III;3;1;75
5970010;História e Estilo da Música IV;3;1;75
5971309;História e Filosofia da Arte;2;1;60
5961040;História e Filosofia da Ciência;2;0;30
5971363;História e Pedagogia da Flauta;2;1;60
5971330;História e Pedagogia do Violão e da Viola Caipira;2;1;60
5931052;Identificação de Metabólitos Secundários Bioativos de Origem Natural: Tópicos Gerais;2;0;30
5910142;Imagens por Ressonância Magnética em Biomedicina;4;0;60
5910142;Imagens por Ressonância Magnética em Biomedicina;4;0;60
5920839;Imunologia e Parasitologia;4;0;60
5962102;Indexação e Resumos;2;1;60
5961083;Infância e Família no Brasil: Aspectos Históricos e Educacionais;2;1;60
5940063;Infância e Práticas Educativas I;4;3;150
5940069;Infância e Práticas Educativas II;4;3;150
5962051;Informação e Meios de Comunicação;2;0;30
5962131;Informação e Meios de Comunicação;4;1;90
5940681;Informação Profissional e Acesso à Universidade;1;2;75
5954004;Informação Profissional em Ciências da Computação;2;0;30
5954004;Informação Profissional em Ciências da Computação;2;0;30
5910161;Informática Aplicada à Biomedicina;4;0;60
5953004;Informática em Imagens Médicas;2;0;30
5955004;Informática em Imagens Médicas;2;0;30
5950267;Informática Instrumental;2;0;30
5930225;Inglês Instrumental;2;0;30
5952016;Inglês Instrumental;2;0;30
5962066;Inglês Instrumental para o BCI;2;0;30
5931002;Iniciação à Química;8;0;120
5930145;Instalações Industriais e Desenho Técnico;4;0;60
5970011;Instrumentação e Orquestração;2;1;60
5970426;Instrumentação e Orquestração I;2;0;30
