sigla;nome;cred_aula;cred_trabalho;ch_total
LOM3081;Introdução à Mecânica dos Sólidos;2;0;30
LOM3219;Introdução à Nanotecnologia;4;0;60
LOM3255;Introdução a Projetos de Engenharia;2;1;60
LOM3220;Introdução à Spintrônica;4;0;60
LOM3019;Introdução à Supercondutividade;4;0;60
LOB1204;Introdução ao Ambiente e Desenvolvimento Sustentável;2;0;30
LOB1202;Introdução ao Gerenciamento de Projetos Ambientais;4;1;90
LOQ4080;Introdução aos Balanços de Massa e de Energia;2;0;30
LOM3057;Introdução aos Materiais Poliméricos;4;0;60
LOB1056;Introdução aos Métodos Numéricos e Computacionais;4;2;120
LOM3254;Laboratório de Circuitos Elétricos;4;0;60
LOB1040;Laboratório de Eletricidade;2;0;30
LOM3221;Laboratório de Eletrônica;4;0;60
LOT2047;Laboratório de Engenharia Bioquímica;4;0;60
LOM3085;Laboratório de Engenharia de Materiais I;4;0;60
LOM3086;Laboratório de Engenharia de Materiais II;4;0;60
LOM3087;Laboratório de Engenharia de Materiais III;4;0;60
LOM3088;Laboratório de Engenharia de Materiais IV;4;0;60
LOQ4060;Laboratório de Engenharia Química I;4;0;60
LOQ4061;Laboratório de Engenharia Química II;4;0;60
LOQ4062;Laboratório de Engenharia Química III;4;0;60
LOQ4063;Laboratório de Engenharia Química IV;4;0;60
LOQ4244;Lean Six Sigma;2;1;60
LOB1221;Legislação Ambiental;2;0;30
LOB1009;Leitura e Interpretação de Desenho Técnico;2;2;90
LOB1045;Leitura e Produção de Textos Acadêmicos;2;0;30
LOB1232;Licenciamento Ambiental;4;0;60
LOQ4217;Logística e Cadeia de Suprimento;4;0;60
LOQ4217;Logística e Cadeia de Suprimento;4;0;60
LOQ4220;Logística Reversa;2;0;30
LOQ4248;Marketing Estratégico;2;0;30
LOQ4248;Marketing Estratégico;2;0;30
LOM3066;Materiais Compósitos;4;0;60
LOM3222;Materiais e Dispositivos Dielétricos e Piezelétricos;4;0;60
LOM3259;Materiais e Dispositivos Eletrônicos;4;0;60
LOM3223;Materiais e Dispositivos Magnéticos e Supercondutores;4;0;60
LOM3224;Materiais e Dispositivos Ópticos e Fotônicos;4;0;60
LOM3225;Materiais e Dispositivos Semicondutores;4;0;60
LOM3061;Materiais e Meio Ambiente;2;2;90
LOM3022;Materiais para a  Indústria Química;2;0;30
LOB1024;Mecânica;4;0;60
LOM3257;Mecânica Clássica;4;0;60
LOQ4012;Mecânica dos Fluídos;4;0;60
LOM3089;Mecânica dos Fluidos e Reologia;4;0;60
LOM3101;Mecânica dos Materiais;2;0;30
LOM3040;Mecânica dos Sólidos;4;0;60
LOM3090;Mecânica dos Sólidos Aplicada;4;0;60
LOM3226;Mecânica Quântica;4;0;60
LOM3025;Metalurgia Mecânica;4;0;60
LOM3227;Métodos Computacionais da Física;4;0;60
LOB1243;Métodos de Investigação Geológico-geotécnica em Estudos Ambientais;2;0;30
LOB1035;Métodos de Matemática Aplicada;4;0;60
LOM3228;Métodos Experimentais da Física I;4;0;60
LOM3229;Métodos Experimentais da Física II;4;0;60
LOM3230;Métodos Experimentais da Física III;4;0;60
LOM3231;Métodos Experimentais da Física IV;4;0;60
LOM3026;Métodos Numéricos Aplicados à Engenharia;4;0;60
LOM3232;Metrologia;4;0;60
LOT2053;Microbiologia;3;0;45
LOT2046;Microbiologia e Bioquimica Aplicadas;4;0;60
LOT2050;Microbiologia Experimental;4;0;60
LOT2019;Microbiologia Geral;5;0;75
LOT2020;Microbiologia Industrial;4;0;60
LOT2021;Microbiologia Industrial A;4;0;60
LOM3233;Microprocessadores;4;0;60
LOM3091;Microscopia Eletrônica de Varredura;2;0;30
LOQ4045;Modelagem e Simulação Computacional de Processos;2;0;30
LOQ4013;Modelagem e Simulação de  Processos;2;0;30
LOQ4078;Modelagem e Simulação de Processos;4;0;60
LOT2022;Modelagem e Simulação de Processos Biotecnológicos;3;0;45
LOQ4223;Modelagem e Simulação de Sistemas;4;0;60
LOQ4223;Modelagem e Simulação de Sistemas;4;0;60
LOB1231;Modelagem Matemática Aplicada;4;0;60
LOQ4096;Moléculas Funcionais e Dispositivos Tecnologicos;2;0;30
LOB1244;Monitoramento Ambiental;2;0;30
LOQ4014;Normalização e Controle de  Qualidade;4;0;60
LOQ4249;Oficina de Inovação;2;2;90
LOQ4015;Operações Unitárias  I;4;0;60
LOB1217;Operações Unitárias e Processos;4;0;60
LOQ4016;Operações Unitárias Experimental I;2;0;30
LOQ4017;Operações Unitárias Experimental II;2;0;30
LOQ4085;Operações Unitárias I;4;0;60
LOQ4018;Operações Unitárias II;4;0;60
LOQ4086;Operações Unitárias II;4;0;60
LOQ4057;Operações Unitárias III;4;0;60
LOM3234;Óptica Física;4;0;60
LOQ4227;Organização do Trabalho na Produção;4;0;60
LOQ4227;Organização do Trabalho na Produção;4;0;60
LOB1027;Organização Industrial;4;0;60
LOQ4206;Pesquisa Operacional I;4;0;60
LOQ4206;Pesquisa Operacional I;4;0;60
LOQ4210;Pesquisa Operacional II;4;0;60
LOQ4093;Petróleo e Gás Natural;4;0;60
LOQ4094;Petroquímica;2;2;90
LOM3027;Pirometalurgia;4;0;60
LOB1224;Planejamento Ambiental e Urbanismo;2;0;30
LOQ4019;Planejamento de Experimentos;4;0;60
LOQ4224;Planejamento de Experimentos;4;0;60
LOQ4215;Planejamento e Controle da Produção;4;0;60
LOQ4059;Polímeros;4;0;60
LOQ4020;Polímeros I;3;0;45
LOQ4021;Polímeros II;4;0;60
LOB1207;Poluição Ambiental I;4;0;60
LOB1211;Poluição Ambiental II;4;0;60
LOB1220;Poluição Atmosférica;4;0;60
LOB1028;Português;3;0;45
LOB1029;Prática Esportiva I;1;0;15
LOB1030;Prática Esportiva II;1;0;15
LOM3073;Processamento de Cerâmicas I;4;0;60
LOM3074;Processamento de Cerâmicas II;4;0;60
LOM3235;Processamento de Materiais;4;0;60
LOM3004;Processamento de Materiais Metálicos I;4;0;60
LOM3094;Processamento de Materiais Metálicos II;2;0;30
LOM3103;Processamento de Materiais Metálicos III;2;0;30
LOM3059;Processamentos de Polímeros;4;0;60
LOT2042;Processos Bioquímicos;4;0;60
LOT2023;Processos Bioquímicos Industriais;3;0;45
LOT2034;Processos Bioquímicos Industriais - A;4;0;60
LOQ4208;Processos da Indústria de Serviços;2;0;30
LOQ4232;Processos da Indústria Eletro Eletrônica;2;0;30
LOM3079;Processos da Indústria Mecânica;2;0;30
LOM3080;Processos da Indústria Metalúrgica e Siderúrgica;2;0;30
LOQ4207;Processos da Indústria Química;2;0;30
LOM3236;Processos de Fabricação;4;0;60
LOQ4072;Processos de Separação por Membranas;4;0;60
LOQ4022;Processos Químicos Industriais I;2;0;30
LOQ4023;Processos Químicos Industriais II;2;0;30
LOQ4024;Processos Químicos Industriais III;2;2;90
LOM3032;Produtos Cerâmicos;2;0;30
LOM3033;Produtos Metálicos;2;0;30
LOM3237;Projeto Assistido por Computador;2;0;30
LOQ4216;Projeto da Fábrica;4;0;60
LOQ4216;Projeto da Fábrica;4;0;60
8800006;Projeto de Engenharia I;2;2;90
8800007;Projeto de Engenharia II;2;2;90
LOB1245;Projeto de Sistemas de Tratamento de Águas Residuárias;2;0;30
LOQ4219;Projeto do Produto e Processo;4;0;60
LOQ4219;Projeto do Produto e Processo;4;0;60
LOM3067;Projeto Industrial e Planejamento de Controle da Produção;2;0;30
LOM3034;Projeto Industrial e Planejamento de Controle de Produção;4;0;60
LOQ4236;Projeto Integrado de Engenharia de Produção I;2;2;90
LOQ4237;Projeto Integrado de Engenharia de Produção II;2;2;90
LOQ4238;Projeto Integrado em Engenharia de Produção III;2;2;90
LOM3238;Projeto Integrado I;1;4;135
LOM3239;Projeto Integrado II;1;4;135
LOQ4091;Projeto Integrador em Engenharia Química I;4;0;60
LOQ4049;Projeto na Industria Química;2;0;30
LOQ4075;Projeto na Indústria Química;4;4;180
8800008;Projetos Especiais em Engenharia I;2;2;90
8800013;Projetos Especiais em Engenharia II;2;2;90
8800014;Projetos Especiais em Gestão da Inovação;2;2;90
LOM3096;Propriedades Elétricas, Magnéticas, Térmicas e Ópticas;4;0;60
LOM3035;Propriedades Elétricas, Magnéticas, Térmicas e Óticas;4;0;60
LOM3036;Propriedades Mecânicas;4;0;60
LOB1031;Psicologia Organizacional e do Trabalho;2;0;30
LOQ4026;Química Ambiental;4;0;60
LOB1208;Química Analítica Ambiental I;4;0;60
LOB1212;Química Analítica Ambiental II;4;0;60
LOQ4027;Química Analítica I;4;0;60
LOQ4028;Química Analítica II;4;0;60
LOQ4056;Química Analítica para Engenharia;4;0;60
LOT2036;Química Bioinorgânica;3;0;45
LOT2024;Química de Biomassa;3;0;45
LOM3241;Química de Materiais;4;0;60
LOM3058;Química de Polímeros;2;0;30
LOQ4029;Química Geral  Experimental II;2;0;30
LOQ4095;Química Geral Experimental;2;0;30
LOQ4030;Química Geral Experimental I;2;0;30
LOQ4031;Química Geral I;4;0;60
LOQ4032;Química Geral II;2;0;30
LOQ4073;Química Geral II;4;0;60
LOM3037;Química Inorgânica;2;0;30
LOQ4055;Quimica Inorgânica;2;0;30
LOQ4033;Química Inorgânica Experimental;2;0;30
LOM3240;Química Inorgânica Fundamental e Aplicada;4;0;60
LOQ4034;Química Inorgânica I;2;0;30
LOQ4035;Química Inorgânica II;2;0;30
LOQ4081;Química Orgânica;4;0;60
LOQ4036;Química Orgânica  Experimental;4;0;60
LOQ4074;Química Orgânica Experimental;2;0;30
LOT2059;Química Orgânica Fundamental;4;0;60
LOQ4037;Química Orgânica I;4;0;60
LOQ4038;Química Orgânica II;4;0;60
LOT2025;Reatores Bioquímicos;3;0;45
LOQ4002;Reatores Quimicos;4;0;60
LOB1226;Recuperação de Áreas Degradadas;2;0;30
LOB1215;Recursos Energéticos;2;0;30
LOB1218;Recursos Hídricos;2;0;30
LOM3038;Recursos Naturais;2;0;30
LOM3038;Recursos Naturais;2;0;30
LOM3242;Reologia;4;0;60
LOB1032;Segurança Industrial;2;0;30
LOM3043;Seleção de Materiais;2;0;30
LOM3243;Seminários em Engenharia Física;2;1;60
LOM3244;Sensores e Transdutores;4;0;60
LOB1034;Séries e Equações Diferenciais;4;0;60
LOB1257;Sistema de Abastecimento e Tratamento de Água;4;0;60
LOB1219;Sistemas de Abastecimento de Água;4;0;60
LOQ4241;Sistemas de Apoio à Decisão;2;0;30
LOB1214;Sistemas de Informações Geográficas;4;0;60
LOQ4066;Sistemas Particulados;4;0;60
LOQ4203;Sistemas Produtivos I;2;0;30
LOQ4205;Sistemas Produtivos II;2;0;30
LOM3076;Soldagem;4;0;60
LOM3045;Solidificação;4;0;60
LOB1206;Solos I;4;0;60
LOB1210;Solos II;4;0;60
LOM3245;Técnicas Avançadas de Caracterização de Materiais;4;0;60
LOB1222;Técnicas de Análise Ambiental;4;0;60
LOM3046;Técnicas de Análise Microestrutural;4;0;60
LOM3047;Técnicas de Análise Química;4;0;60
LOM3247;Técnicas de Análises Espectroscópicas;4;0;60
LOM3246;Técnicas de Caracterização de Materiais;4;0;60
LOM3060;Técnicas de Caracterização de Polímeros;2;0;30
LOM3098;Tecnologia de Abrasivos;4;0;60
LOT2026;Tecnologia de Alimentos;4;0;60
LOT2038;Tecnologia de Bebidas;2;0;30
LOT2052;Tecnologia de Bebidas Experimental;2;0;30
LOT2060;Tecnologia de Biopolímeros;2;0;30
LOT2030;Tecnologia de Conversão de Biomassa Vegetal;3;0;45
LOB1252;Tecnologia de Mitigação de CO2;2;0;30
LOM3065;Tecnologia de Plásticos;4;0;60
LOT2028;Tecnologia de Processos Fermentativos;3;0;45
LOM3048;Tecnologia de Vidros;2;0;30
LOT2051;Tecnologia do Cultivo de Células Animais;2;0;30
LOM3053;Tecnologias de Vácuo e Baixa Temperatura;4;0;60
LOM3095;Tecnologias Limpas para Geração de Energia;2;2;90
LOM3102;Teoria da Elasticidade Aplicada;4;0;60
LOQ4039;Termodinâmica;4;0;60
LOQ4076;Termodinâmica Aplicada;4;0;60
LOM3049;Termodinâmica de Máquinas;4;0;60
LOM3049;Termodinâmica de Máquinas;4;0;60
LOM3015;Termodinâmica de Materiais;4;0;60
LOQ4040;Termodinâmica Química;4;0;60
LOQ4087;Termodinâmica Química Aplicada I;4;0;60
LOQ4088;Termodinâmica Química Aplicada II;4;0;60
LOM3252;Termodinâmica Técnica;4;0;60
LOM3256;Tópicos em Cálculo de Estrutura Eletrônica dos Materiais;4;0;60
LOQ4071;Tópicos Especiais de Gestão da Qualidade;2;0;30
8800005;Tópicos Especiais de Gestão de Negócios;2;0;30
LOQ4235;Tópicos Especiais de Gestão de Negócios;2;0;30
LOQ4052;Tópicos Especiais de Gestão e Produção;2;0;30
LOQ4069;Tópicos Especiais de Operações Unitárias;4;0;60
LOB1047;Tópicos Especiais de Produção de Textos Acadêmicos;2;0;30
LOQ4070;Tópicos Especiais de Reatores Químicos;4;0;60
LOB1260;Tópicos Especiais em Engenharia Ambiental I;2;0;30
LOB1261;Tópicos Especiais em Engenharia Ambiental II;4;0;60
LOM3050;Tópicos Especiais em Engenharia de Materiais I;4;0;60
LOM3051;Tópicos Especiais em Engenharia de Materiais II;4;0;60
LOM3248;Tópicos Especiais em Engenharia Física I;4;0;60
LOM3249;Tópicos Especiais em Engenharia Física II;4;0;60
LOQ4067;Tópicos Especiais em Engenharia Química I;4;0;60
LOQ4068;Tópicos Especiais em Engenharia Química II;4;0;60
LOQ4048;Trabalho de  Conclusão do Curso II;0;4;120
LOT2048;Trabalho de Conclusão de Curso;1;1;45
LOQ4047;Trabalho de Conclusão de Curso I;1;2;75
LOQ4089;Trabalho de Conclusão de Curso I;2;4;150
LOT2056;Trabalho de Conclusão de Curso I;1;1;45
LOQ4090;Trabalho de Conclusão de Curso II;0;7;210
LOT2057;Trabalho de Conclusão de Curso II;1;2;75
LOM3250;Trabalho de Graduação;2;4;150
LOQ4228;Trabalho de Graduação em Engenharia de Produção I;2;2;90
LOQ4228;Trabalho de Graduação em Engenharia de Produção I;2;2;90
LOQ4229;Trabalho de Graduação em Engenharia de Produção II;0;4;120
LOB1223;Trabalho de Graduação I;1;1;45
LOM3062;Trabalho de Graduação I;2;2;90
LOB1229;Trabalho de Graduação II;1;2;75
LOM3063;Trabalho de Graduação II;1;4;135
LOQ4041;Transferência de Calor;4;0;60
LOQ4042;Transferência de Massa;4;0;60
LOB1246;Tratamento Avançado e Reuso de Águas;2;0;30
LOT2035;Tratamento Biológico de Efluentes;3;0;45
LOB1225;Tratamento de Águas Residuárias;4;0;60
LOM3071;Tratamento de Minérios;4;0;60
LOM3069;Tratamento de Minérios e Hidrometalurgia;4;0;60
LOQ4043;Tubulações Industriais;2;1;60
LOM3077;Usinagem de Materiais;2;0;30
LOM3251;Vibração e Acústica;4;0;60
1800040;A Ética e a Responsabilidade Social em Engenharia;4;0;60
SEP0101;Abordagens para a Identificação e Solução de Problemas de Engenharia de Produção;4;0;60
SCC0280;Acessibilidade em Sistemas Computacionais;2;1;60
SEL0342;Acionamento e Controle de Máquinas Elétricas;2;0;30
SHS0315;Ações Mitigadoras de Impactos Ambientais;6;0;90
SHS0371;Ações Mitigadoras de Impactos Ambientais I;2;2;90
SHS0372;Ações Mitigadoras de Impactos Ambientais II;2;2;90
SEP0322;Adequação Ambiental de Empresas;4;2;120
SEP0358;Adequação Ambiental de Empresas I: Técnicas de Avaliação;4;1;90
SEP0359;Adequação Ambiental de Empresas II: Sistemas e Programas;2;1;60
SEP0528;Administração da Produção na Construção Civil;2;0;30
SEP0529;Administração e Empreendedorismo;2;0;30
SAA0188;Aeroacústica;4;0;60
SAA0199;Aerodinâmica Computacional;2;2;90
SAA0354;Aerodinâmica de Auto veículos Comerciais;2;1;60
SAA0355;Aerodinâmica de Veículos de Alto Desempenho e Carros de Corrida;2;1;60
SEM0578;Aerodinâmica de Veículos Terrestres;2;1;60
SAA0186;Aerodinâmica dos Escoamentos Compressíveis;4;0;60
SAA0109;Aerodinâmica I;4;0;60
SAA0110;Aerodinâmica II;4;0;60
SAA0159;Aeroelasticidade;4;0;60
SAA0115;Aeronaves;4;0;60
STT0403;Aeroportos, Portos e Vias Navegáveis;3;1;75
SCC0274;Agrupamento de Dados;2;2;90
SCC0574;Agrupamento de Dados;2;2;90
SCC0218;Algoritmos Avançados e Aplicações;2;2;90
SCC0202;Algoritmos e Estruturas de Dados I;4;2;120
SCC0502;Algoritmos e Estruturas de Dados I;4;2;120
SCC0602;Algoritmos e Estruturas de Dados I;4;2;120
SCC0203;Algoritmos e Estruturas de Dados II;4;2;120
SCC0503;Algoritmos e Estruturas de Dados II;4;1;90
SCC0603;Algoritmos e Estruturas de Dados II;4;1;90
SCC0212;Algoritmos em Grafos;2;2;90
SET0606;Alvenaria Estrutural;2;1;60
SHS0353;Análise Ambiental: Gestão de Áreas Protegidas;4;2;120
SEM0562;Análise Computacional de Estruturas;2;1;60
SHS0380;Análise de Paisagem;4;0;60
SCC0285;Análise de Séries Temporais e Aplicações Computacionais;2;2;90
STT0622;Análise de Tensões e Deformações em Pavimentos;2;1;60
SEL0436;Análise e Controle de Conversores CC-CC Empregados em Fontes Alternativas de Energia;4;0;60
SEL0331;Análise Estática de Sistemas de Energia Elétrica;2;1;60
SET0610;Análise Experimental de Estruturas;2;1;60
SEL0344;Antenas;4;0;60
SEL0336;Aplicação de Microprocessadores I;2;0;30
SEL0433;Aplicação de Microprocessadores I;2;1;60
SEL0337;Aplicação de Microprocessadores II;2;0;30
SEL0356;Aplicação de Processamento Digital de Sinais;3;2;105
SCC0233;Aplicações de Aprendizado de Máquina e Mineração de Dados;3;2;105
SCC0634;Aplicações de Inteligência Artificial;3;1;75
SEL0629;Aplicações de Microprocessadores I;2;1;60
SEL0629;Aplicações de Microprocessadores I;2;1;60
SEL0630;Aplicações de Microprocessadores II;2;0;30
SEP0548;Aplicações do Pensamento Administrativo;2;1;60
SCC0276;Aprendizado de Máquina;4;1;90
SHS0115;Aproveitamentos Hidroelétricos;3;2;105
SCC0243;Arquitetura de Sistemas Gerenciadores de Bases de Dados;4;2;120
SEL0376;Arquiteturas Não Convencionais de Computadores;2;0;30
SCC0295;Atividades Acadêmicas Científicas, de Extensão e Culturais I;1;1;45
SCC0296;Atividades Acadêmicas Científicas, de Extensão e Culturais II;1;1;45
1800105;Atividades Complementares em Engenharia Aeronáutica;2;2;90
SMM0218;Atividades Complementares em Engenharia Automobilística I;4;0;60
SMM0219;Atividades Complementares em Engenharia Automobilística II;4;0;60
1800100;Atividades Complementares em Engenharia Elétrica I;2;2;90
1800101;Atividades Complementares em Engenharia Elétrica II;2;2;90
1800102;Atividades Complementares em Engenharia Elétrica III;2;2;90
1800103;Atividades Complementares em Engenharia Elétrica IV;2;2;90
1800104;Atividades Complementares em Engenharia Mecânica I;2;2;90
1800108;Atividades Complementares em Engenharia Mecânica II;2;2;90
1800111;Atividades Complementares em Engenharia Mecatrônica I;2;2;90
1800112;Atividades Complementares em Engenharia Mecatrônica II;2;2;90
1800113;Atividades Complementares em Engenharia Mecatrônica III;2;2;90
1800114;Atividades Complementares em Engenharia Mecatrônica IV;2;2;90
SEL0406;Automação;4;0;60
SEP0605;Automação da Produção;2;1;60
SEP0605;Automação da Produção;2;0;30
SMM0222;Automobilística Forense;4;0;60
SHS0386;Avaliação Ambiental Estratégica;3;1;75
SHS0364;Avaliação de Impacto Ambiental: Casos para Estudo;4;0;60
SEP0564;Avaliação de Projetos de Investimentos;4;0;60
STT0623;Avaliação de Projetos de Transportes;2;1;60
SHS0354;Avaliação de Viabilidade Ambiental;4;0;60
SHS0352;Balanços de Massa e de Energia;2;0;30
SCC0141;Bancos de Dados e Suas Aplicações;6;0;90
SCC0240;Bases de Dados;4;1;90
SCC0540;Bases de Dados;4;1;90
SCC0640;Bases de Dados;4;0;60
SCC0640;Bases de Dados;4;1;90
SEL0388;Bioengenharia Ocular I;2;0;30
SEL0429;Bioengenharia Ocular II;2;0;30
SHS0301;Biologia Geral e Aplicada;8;0;120
SHS0377;Biologia Geral e Aplicada I;4;0;60
SHS0378;Biologia Geral e Aplicada II;4;0;60
SMM0307;Biomateriais;2;0;30
SMM0307;Biomateriais;2;0;30
SAA0357;CAD para Engenharia;2;2;90
SEL0348;Cálculo de Curto Circuito;3;0;45
SHS0302;Caracterização Ambiental: Bacia Hidrográfica;4;2;120
SHS0373;Caracterização Ambiental: Bacia Hidrográfica I;2;1;60
SHS0374;Caracterização Ambiental: Bacia Hidrográfica II;2;1;60
SAA0352;Cargas em Estruturas Aeronáuticas;4;0;60
SET0630;Cascas de Revolução: Casca Cilíndrica Circular;2;0;30
SET0631;Cascas de Revolução: Casca Esférica;2;0;30
SEP0348;Certificações, Práticas e Jogos em Gestão da Cadeia de Valor;2;2;90
SMM0348;Ciência, Tecnologia e Informação;2;0;30
SHS0176;Ciências do Ambiente para Engenharia Mecânica e Produção;2;0;30
SHS0358;Cinética Aplicada e Cálculo de Reatores;4;0;60
SEL0439;Circuitos Elétricos;3;1;75
SEL0602;Circuitos Elétricos;4;0;60
SEL0301;Circuitos Elétricos I;4;1;90
SEL0302;Circuitos Elétricos II;4;1;90
SEL0637;Circuitos Elétricos Lineares em Corrente Contínua;2;0;30
SEL0313;Circuitos Eletrônicos I;4;0;60
SEL0609;Circuitos Eletrônicos I;4;0;60
SEL0314;Circuitos Eletrônicos II;4;0;60
SEL0613;Circuitos Eletrônicos II;4;0;60
SEL0315;Circuitos Eletrônicos III;4;0;60
SHS0306;Climatologia Aplicada à Engenharia Ambiental;4;0;60
SCC0277;Competições de Ciências de Dados;4;1;90
SET0182;Complementos de Mecânica de Estruturas Aeronáuticas;4;0;60
STT0611;Complementos de Projeto Geométrico de Rodovias;2;1;60
SET0600;Complementos de Resistência dos Materiais;2;0;30
SMM0174;Comportamento Mecânico dos Materiais;3;0;45
SMM0328;Comportamento Mecânico dos Materiais;2;1;60
SCC0250;Computação Gráfica;4;1;90
SCC0650;Computação Gráfica;3;1;75
SEL0377;Computação Gráfica;4;0;60
SEL0387;Computação Móvel;2;0;30
SCC0207;Computadores e Sociedade I;2;0;30
SCC0208;Computadores e Sociedade II;1;0;15
SEL0619;Comunicação Digital;2;0;30
SEL0346;Comunicação Digital I;2;0;30
SEL0347;Comunicação Digital II;2;0;30
SEL0366;Comunicações Ópticas;3;0;45
SGS0610;Conceitos em Geotecnia;2;2;90
SHS0333;Concepção e Projeto de Sistemas de Tratamento de Água;4;0;60
SET0411;Concreto Protendido;3;1;75
SGS0304;Condicionantes Geológico-geotécnicos em Estudos Ambientais;2;0;30
SEM0552;Conformação dos Metais I;2;1;60
SEM0553;Conformação dos Metais II;2;1;60
STT0609;Conservação de Rodovias;2;0;30
SEP0584;Contabilidade para Computação;2;0;30
SEP0561;Contabilidade, Custos Industriais e Orçamento;4;0;60
SEL0367;Controle Adaptativo;2;0;30
SEL0633;Controle de Robôs Manipuladores;2;0;30
SEL0326;Controle de Sistemas Lineares;2;0;30
SEL0359;Controle Digital;4;0;60
SEL0620;Controle Digital;4;0;60
SEP0354;Controle Estatístico da Qualidade;4;2;120
SEL0364;Controle Não Linear Aplicado;2;0;30
SEL0382;Controle Robusto;2;0;30
SEL0329;Conversão Eletromecânica de Energia;4;0;60
SAA0348;Conversão Eletromecânica de Energia Eólica;2;2;90
SEL0435;Conversores CC-CA;4;0;60
SMM0334;Corrosão e Proteção Contra a Corrosão;2;0;30
SMM0202;Corrosão Metálica;4;0;60
SAA0350;Degradação e Patologias de Células Aeronáuticas;2;1;60
SAA0349;Degradação e Patologias de Sistemas Aeronáuticos;2;1;60
SAA0183;Desempenho de Aeronaves;4;0;60
SEM0558;Desenho Assistido por Computador;2;0;30
SEM0502;Desenho Técnico Mecânico I;4;2;120
SEM0564;Desenho Técnico Mecânico I;4;0;60
SEM0503;Desenho Técnico Mecânico II;4;0;60
SEM0565;Desenho Técnico Mecânico II;2;1;60
SEM0574;Desenho Técnico para Químicos;2;2;90
SET0625;Desenvolvimento de Softwares de Análise Estrutural para Engenharia;4;0;60
SEP0704;Desenvolvimento em Liderança para alunos da EESC Jr.;1;2;75
1800317;Desenvolvimento em Liderança para alunos da EESC-Jr;1;2;75
SAA0209;Desenvolvimento Pessoal I;2;0;30
SAA0210;Desenvolvimento Pessoal II;2;0;30
SEM0414;Dimensionamento de Elementos Mecânicos;3;0;45
SEM0501;Dinâmica Aplicada às Máquinas;4;0;60
SEM0577;Dinâmica de Asas Rotativas e Rotores Eólicos;2;1;60
SEM0583;Dinâmica de Sistemas Rotativos;3;1;75
SAA0184;Dinâmica de Vôo;4;0;60
SAA0121;Dinâmica de Vôo de Helicópteros;2;0;30
SEL0357;Dinâmica e Controle de Sistemas de Energia Elétrica;2;0;30
SEM0317;Dinâmica e Controle de Sistemas Robóticos I;4;0;60
SEM0504;Dinâmica Estrutural;4;0;60
SEL0420;Distribuição de Energia Elétrica;2;0;30
STT0621;Drenagem de Vias Terrestres;2;1;60
SHS0379;Drenagem Urbana Sustentável e Controle de Enchentes;2;0;30
SHS0385;Drenagem Urbana Sustentável e Controle de Enchentes;2;0;30
SHS0314;Ecologia Geral e Aplicada;4;2;120
SEP0586;Economia Aplicada ao Meio Ambiente;2;0;30
SEP0568;Economia da Produção;4;2;120
SEP0569;Economia da Produção I;2;1;60
SEP0570;Economia da Produção II;2;0;30
SEP0572;Economia Industrial e Desenvolvimento Tecnológico;2;1;60
SHS0300;Ecossistemas Aquáticos, Terrestres e Interfaces;6;0;90
SHS0369;Ecossistemas Aquáticos, Terrestres e Interfaces I;3;0;45
SHS0370;Ecossistemas Aquáticos, Terrestres e Interfaces II;3;0;45
SEL0437;Eficiência Energética;2;0;30
SEL0437;Eficiência Energética;2;1;60
SMM0220;Elementos Automotivos;2;0;30
SET0620;Elementos de Acústica Ambiental;2;1;60
SET0621;Elementos de Acústica Industrial;2;1;60
SEM0540;Elementos de Automação;4;1;90
SEM0241;Elementos de Máquinas I;4;1;90
SEM0326;Elementos de Máquinas II;2;1;60
SEM0327;Elementos de Máquinas III;3;1;75
SEM0396;Elementos de Máquinas Térmicas e Processos Contínuos;3;0;45
SEM0306;Elementos de Mecânica Fina;3;1;75
SEL0350;Elementos de Projetos Elétricos em Sistemas de Distribuição de Energia Elétrica;2;2;90
SEL0400;Eletricidade;5;1;105
SEL0410;Eletricidade e Magnetismo;4;0;60
SEL0403;Eletricidade I;4;0;60
SEL0404;Eletricidade II;4;0;60
SEL0309;Eletromagnetismo;4;0;60
SEL0608;Eletromagnetismo;4;0;60
SEL0411;Eletrônica;4;0;60
SMM0166;Eletrônica Aplicada a Motores Ci;4;0;60
SEL0401;Eletrônica de Potência;4;0;60
SCC0209;Empreendedores em Informática;4;1;90
SEP0531;Empreendedorismo;2;0;30
SEM0561;Energias Renováveis;3;1;75
SEM0391;Engenharia Auxiliada Por Computador ( Cae );4;0;60
SMM0563;Engenharia Cerâmica;2;2;90
SEP0252;Engenharia de Fabricação Mecânica;2;2;90
SMM0176;Engenharia de Fabricação Metalúrgica;4;0;60
SEL0375;Engenharia de Software;2;0;30
SEM0546;Engenharia de Software;2;0;30
SMM0318;Engenharia de Superfícies;2;0;30
STT0628;Engenharia de Tráfego e Simulação de Tráfego Rodoviário;4;2;120
SEP0600;Engenharia do Ciclo de Vida;2;0;30
SEP0602;Engenharia do Ciclo de Vida;2;1;60
SMM0193;Engenharia e Ciência dos Materiais I;4;0;60
SMM0194;Engenharia e Ciência dos Materiais II;4;0;60
SGS0612;Ensaios de Mecânica dos Solos 1;2;2;90
SGS0613;Ensaios de Mecânica dos Solos 2;2;2;90
STT0612;Ensaios e Controle de Obras de Pavimentação - Solos;2;1;60
STT0613;Ensaios e Controle de Obras em Pavimentação - Agregados e Asfaltos;2;1;60
