sigla;nome;cred_aula;cred_trabalho;ch_total
CTR0655;Historia do Audiovisual II;4;2;120
CTR0679;Historia do Audiovisual III;4;2;120
CTR0695;Historia do Audiovisual IV;4;2;120
CAP0284;Historia do Ensino da Arte no Brasil I;4;0;60
CAP0285;Historia do Ensino da Arte no Brasil II;4;0;60
CAP0322;Historia do Ensino de Arte no Brasil: trajetoria politica e conceitual e questoes contemporâneas;4;0;60
CJE0469;Historia do Jornalismo I;2;1;60
CJE0442;Historia do Jornalismo II;2;1;60
CJE0249;Historia do Livro;4;0;60
CJE0625;Historia do Livro no Brasil;4;0;60
CJE0517;Historia do Pensamento Politico;2;1;60
CMU0520;Historia do Repertorio Coral: Criacao, Interpretacao e Recepcao;2;2;90
CAC0238;Historia do Teatro III;4;2;120
CAC0239;Historia do Teatro IV;4;2;120
CAC0669;Historia e Historiografia do Teatro Brasileiro;4;0;60
CRP0388;Identidade Corporativa e Cultura Organizacional;4;1;90
CAC0375;Iluminacao I;4;2;120
CAC0570;Iluminacao I;4;2;120
CAC0377;Iluminacao II;4;2;120
CAC0614;Iluminacao II;4;2;120
CAP0305;Imagem e Superficie;4;0;60
CTR0713;Imagem I;4;2;120
CTR0658;Imagem II;4;2;120
CTR0663;Imagem III;4;2;120
CTR0701;Imagem IV;4;2;120
CBD0284;Indexacao: Teoria e Metodos;4;0;60
CAC0398;Indumentaria;4;2;120
CAC0616;Indumentaria;4;2;120
CBD0285;Infoeducacao: teoria e pratica;4;0;60
CBD0264;Informacao, Ciencia e Tecnologia;2;1;60
CBD0295;Informacao, Conhecimento e Cultura;4;0;60
CBD0291;Informacao, Meio Ambiente e Sustentabilidade;2;0;30
CMU0526;Ingles Instrumental I;3;0;45
CMU0537;Ingles Instrumental II;3;0;45
CAP0282;Instalacao;4;0;60
CMU0426;Instrumentacao e Orquestracao I;2;0;30
CMU0427;Instrumentacao e Orquestracao II;2;0;30
CMU0342;Instrumentacao e Orquestracao III;2;0;30
CMU0343;Instrumentacao e Orquestracao IV;2;0;30
CMU0272;Instrumento I;1;6;195
CMU0273;Instrumento II;1;6;195
CMU0274;Instrumento III;1;6;195
CMU0275;Instrumento IV;1;6;195
CMU0276;Instrumento V;1;6;195
CMU0277;Instrumento VI;1;6;195
CMU0278;Instrumento VII;1;6;195
CMU0279;Instrumento VIII;1;6;195
CBD0305;Inteligencia Artificial no Tratamento da Informacao Registrada;4;0;60
CTR0805;Interfaces Audiovisuais;4;2;120
CRP0557;Interfaces do Turismo;2;2;90
CAC0371;Interpretacao I;8;4;240
CAC0373;Interpretacao II;8;4;240
CAC0380;Interpretacao III;8;4;240
CAC0379;Interpretacao IV;8;4;240
CBD0288;Introducao a Administracao de Servicos de Informacao;4;0;60
CRP0529;Introducao a Analise de Dados Quantitativos Aplicados a Comunicacao e Publicidade;4;0;60
CBD0294;Introducao a Analise Documentaria;4;0;60
CTR0659;Introducao a Animacao;4;2;120
CAC0673;Introducao a Conservacao Preventiva de Texteis;4;0;60
CJE0393;Introducao a Ecdotica;4;4;180
CJE0626;Introducao a Editoracao;2;2;90
CBD0300;Introducao a Estatistica aplicada a Ciencia da Informacao;2;0;30
CBD0308;Introducao a Historia da Arte;2;0;30
CTR0716;Introducao a Iconomia;4;0;60
CBD0247;Introducao a Museologia;4;0;60
CBD0164;Introducao a Organizacao de Arquivos;4;0;60
CBD0275;Introducao a Pesquisa em Ciencia da Informacao;4;0;60
CMU0618;Introducao a Retorica da Musica Setecentista;3;0;45
CBD0276;Introducao a Terminologia Aplicada a Documentacao;2;1;60
CCA0321;Introducao ao Campo da Comunicacao;2;0;30
CRP0492;Introducao ao Trabalho de Campo em Turismo;2;2;90
CRP0537;Introducao as Ciencias Politicas;4;0;60
CAC0552;Jogos Teatrais I;4;0;60
CAC0556;Jogos Teatrais II;4;0;60
CJE0551;Jornalismo Cientifico;3;2;105
CJE0637;Jornalismo e Cultura: Inter-relacoes e Confluencias;2;2;90
CJE0575;Jornalismo e Saude;3;0;45
CJE0489;Jornalismo Econômico;4;2;120
CJE0634;Jornalismo Esportivo - a pauta alem do futebol;2;2;90
CJE0600;Jornalismo no Radio e na TV;2;1;60
CJE0655;Jornalismo Organizacional;2;1;60
CJE0633;Jornalismo Popular e Comunitario;2;0;30
CJE0661;Jornalismo Visual - Infografia e Narrativas Visuais;4;2;120
CJE0660;Jornalismo visual: fotojornalismo e design da noticia;4;1;90
CJE0576;Jornalismo, Agronegocio e Meio Ambiente;3;0;45
CMU0553;Laboratorio de Educacao Musical I;2;4;150
CMU0554;Laboratorio de Educacao Musical II;2;4;150
CMU0555;Laboratorio de Educacao Musical III;2;4;150
CMU0556;Laboratorio de Educacao Musical IV;2;4;150
CMU0557;Laboratorio de Educacao Musical V;2;4;150
CMU0558;Laboratorio de Educacao Musical VI;2;4;150
CJE0649;Laboratorio de Fotojornalismo;2;1;60
CAP0287;Laboratorio de Historia, Critica e Teoria da Arte;4;2;120
CJE0587;Laboratorio de Iniciacao em Jornalismo - Jornal Comunitario;8;3;210
CMU0840;Laboratorio de Interpretacao e Criacao Musical Contemporânea I;2;0;30
CMU0842;Laboratorio de Interpretacao e Criacao Musical Contemporânea II;2;0;30
CMU0843;Laboratorio de Interpretacao e Criacao Musical Contemporânea III;2;0;30
CMU0844;Laboratorio de Interpretacao e Criacao Musical Contemporânea IV;2;0;30
CMU0872;Laboratorio de Interpretacao e Criacao Musical Contemporânea V;2;0;30
CMU0873;Laboratorio de Interpretacao e Criacao Musical Contemporânea VI;2;0;30
CMU0874;Laboratorio de Interpretacao e Criacao Musical Contemporânea VII;2;0;30
CJE0590;Laboratorio de Jornalismo - Agencia de Noticias;6;5;240
CJE0602;Laboratorio de Jornalismo - Jornal do Campus;10;4;270
CJE0601;Laboratorio de Jornalismo - Revista;6;3;180
CJE0524;Laboratorio de Jornalismo - Suplemento;6;4;210
CMU0895;Laboratorio de Performance Pianistica;2;2;90
CRP0556;Laboratorio de Planejamento Turistico;2;2;90
CJE0397;Laboratorio de Producao Editorial  I;4;2;120
CJE0398;Laboratorio de Producao Editorial  II;4;2;120
CJE0399;Laboratorio de Producao Editorial III;4;2;120
CJE0574;Laboratorio de Redacao: Producao de Textos Acessiveis;4;0;60
CAC0647;Laboratorio IA;4;0;60
CAC0648;Laboratorio IB;4;0;60
CAC0649;Laboratorio IC;4;0;60
CAC0650;Laboratorio IIA;4;0;60
CAC0651;Laboratorio IIB;4;0;60
CAC0652;Laboratorio IIC;4;0;60
CJE0330;Legislacao da Industria Editorial;2;0;30
CCA0306;Legislacao e etica no Âmbito da Educomunicacao;4;0;60
CTR0673;Legislacao e Mercado Audiovisual;4;2;120
CJE0502;Legislacao em Jornalismo;2;1;60
CJE0657;Leitura e Producao Textual;4;1;90
CJE0658;Leituras Contemporâneas do Jornalismo;2;1;60
CBD0301;Lingua Inglesa I;4;0;60
CBD0302;Lingua Inglesa II;2;0;30
CJE0464;Lingua Portuguesa: Revisao de Texto I;4;2;120
CJE0609;Lingua Portuguesa: Revisao de Texto II;4;2;120
CMU0310;Linguagem e Estruturacao Musicais I;4;0;60
CMU0311;Linguagem e Estruturacao Musicais II;4;0;60
CAP0209;Linguagem Grafica;4;0;60
CRP0314;Linguagem Publicitaria;4;1;90
CCA0288;Linguagem Verbal nos Meios de Comunicacao I;4;2;120
CCA0289;Linguagem Verbal nos Meios de Comunicacao II;4;2;120
CCA0295;Linguagem Verbal nos Meios de Comunicacao III;4;0;60
CBD0274;Linguagens Documentarias I;4;0;60
CBD0261;Linguagens Documentarias II;4;1;90
CBD0263;Lingüistica Documentaria;4;0;60
CJE0572;Literatura Brasileira Pos-modernista;2;2;90
CMU0619;Literatura e Registracao Organistica I;2;0;30
CMU0620;Literatura e Registracao Organistica II;2;0;30
CMU0696;Literatura e Registracao Organistica III;2;0;30
CMU0697;Literatura e Registracao Organistica IV;2;0;30
CMU0870;Literatura Pedagogica para Instrumentos de Cordas Friccionadas;3;1;75
CAP0234;Litografia;4;0;60
CJE0644;Livros Infantis e Juvenis;4;4;180
CAC0296;Maquiagem e Caracterizacao;4;0;60
CAC0617;Maquiagem e Caracterizacao;4;0;60
CRP0398;Marketing;4;0;60
CRP0477;Marketing em Turismo;4;0;60
CRP0473;Meios de Hospedagem;4;2;120
CRP0451;Memoria Institucional e Responsabilidade Historica;4;1;90
CJE0648;Mercado Editorial;4;0;60
CRP0435;Mercadologia e Publicidade;4;0;60
CMU0326;Metodologia  de Ensino de Musica com Estagio Supervisionado I;3;4;165
CMU0326;Metodologia  de Ensino de Musica com Estagio Supervisionado I;3;4;165
CJE0666;Metodologia Cientifica aplicada ao Jornalismo;2;2;90
CMU0687;Metodologia da Pesquisa em Musica;1;1;45
CRP0499;Metodologia de Case-Study para realizacao de Trabalho de Conclusao de Curso;2;0;30
CCA0316;Metodologia de Ensino da Comunicacao com Estagio Supervisionado;2;3;120
CMU0327;Metodologia de Ensino de Musica com Estagio Supervisionado II;3;4;165
CMU0676;Metodologia de Ensino de Musica com Estagio Supervisionado III;2;4;150
CMU0676;Metodologia de Ensino de Musica com Estagio Supervisionado III;2;4;150
CAC0694;Metodologia de Pesquisa em Artes Cenicas;4;0;60
CCA0308;Metodologia do Ensino da Educomunicacao com Estagio Supervisionado;2;3;120
CAC0353;Metodologia do Ensino das Artes Cenicas I;2;3;120
CAC0609;Metodologia do Ensino das Artes Cenicas I;2;3;120
CAC0666;Metodologia do Ensino das Artes Cenicas I;2;4;150
CAC0354;Metodologia do Ensino das Artes Cenicas I I;2;3;120
CAC0612;Metodologia do Ensino das Artes Cenicas II;2;3;120
CAC0688;Metodologia do Ensino das Artes Cenicas II;2;4;150
CAC0355;Metodologia do Ensino das Artes Cenicas III;2;3;120
CAC0638;Metodologia do Ensino das Artes Cenicas III;2;3;120
CAC0665;Metodologia dos Processos Criativos I;4;2;120
CAC0692;Metodologia dos Processos Criativos II;4;2;120
CMU0398;Metodologia na Educacao Musical;4;0;60
CBD0245;Metodologia para construcao de Vocabularios Controlados e Tesauros: instrumentos para representacao e recuperacao da informacao;2;0;30
CAP0168;Metodologias do Ensino das Artes Visuais I com Estagios Supervisionados;4;3;150
CAP0169;Metodologias do Ensino das Artes Visuais II com Estagios Supervisionados;4;3;150
CAP0291;Metodologias do Ensino das Artes Visuais III com Estagios Supervisionados;4;3;150
CAP0299;Metodologias do Ensino das Artes Visuais IV com Estagios Supervisionados;4;3;150
CCA0291;Metodologias para a Pesquisa Cientifica em Educomunicacao;4;2;120
CRP0485;Metodos de Pesquisa em Turismo;4;0;60
CBD0278;Metodos e Tecnicas de Avaliacao da Producao Cientifica;4;0;60
CJE0571;Metodos e Tecnicas para Leitura Critica;4;2;120
CBD0292;Metodos Qualitativos e Quantitativos em Biblioteconomia e Ciencia da Informacao;4;1;90
CRP0425;Midia;4;0;60
CCA0284;Midia e Sociedade;4;0;60
CCA0285;Midia, Arte e Educacao;4;0;60
CBD0306;Midias Digitais em Servicos de Informacoes Bibliograficas;4;0;60
CAC0608;Mimica;4;0;60
CAC0253;Mimica I;4;0;60
CAC0254;Mimica II;4;0;60
CAC0381;Mimica III;4;0;60
CAC0382;Mimica IV;4;0;60
CBD0307;Modelos de Entidade-Relacionamento e Orientado a Objeto aplicado a Catalogacao Bibliografica;4;0;60
CAP0247;Moldagem e Modelagem;4;1;90
CMU0460;Montagem de opera I;2;4;150
CMU0461;Montagem de opera II;2;4;150
CMU0465;Montagem de opera III;2;4;150
CMU0466;Montagem de opera IV;2;4;150
CTR0671;Montagem I;4;2;120
CTR0705;Montagem II;4;2;120
CTR0712;Montagem III;4;2;120
CAP0240;Multimidia e Intermidia I;4;1;90
CAP0241;Multimidia e Intermidia II;4;0;60
CRP0555;Museus e Turismo;4;2;120
CMU0322;Musica Brasileira I;2;0;30
CMU0323;Musica Brasileira II;2;0;30
CMU0674;Musica Contemporânea, Historia, Analise e Processos.;3;0;45
CMU0471;Musica de Câmara I;2;6;210
CMU0472;Musica de Câmara II;2;6;210
CMU0473;Musica de Câmara III;2;6;210
CMU0474;Musica de Câmara IV;2;6;210
CMU0659;Musica de Câmara para Percussao I;3;0;45
CMU0660;Musica de Câmara para Percussao II;3;0;45
CMU0661;Musica de Câmara para Percussao III;3;0;45
CMU0662;Musica de Câmara para Percussao IV;3;0;45
CMU0663;Musica de Câmara para Percussao V;3;0;45
CMU0664;Musica de Câmara para Percussao VI;3;0;45
CMU0665;Musica de Câmara para Percussao VII;3;0;45
CMU0666;Musica de Câmara para Percussao VIII;3;0;45
CAC0282;Musica e Ritmo;4;0;60
CMU0450;Musica Eletroacustica I;3;0;45
CMU0451;Musica Eletroacustica II;3;0;45
CAC0554;Musica I;4;0;60
CAC0558;Musica II;4;0;60
CAC0573;Musica III;4;0;60
CMU0849;Musica na Antiguidade Grega;3;4;165
CMU0611;Musica Popular Brasileira I;3;1;75
CMU0612;Musica Popular Brasileira II;3;1;75
CMU0544;Musica, Infância e Educacao Musical;2;2;90
CRP0419;Novas Narrativas no contexto de Comunicacao e de Relacoes Publicas I;4;1;90
CRP0415;Novas Narrativas no contexto de Comunicacao e de Relacoes Publicas II;4;1;90
CAC0667;O ator japones do drama Nô e da comedia Kyogen;4;0;60
CMU0850;O Choro - sua historia, seus compositores e interpretes.;3;0;45
CAC0679;O drama platônico e a tragedia aristotelica: estudo da teatralidade na Grecia antiga;4;0;60
CJE0670;O Jornalismo na Comunicacao Organizacional: uma visao critica;2;0;30
CJE0650;O romance policial de Agatha Christie;2;1;60
CMU0747;Oboe I;1;6;195
CMU0748;Oboe II;1;6;195
CMU0749;Oboe III;1;6;195
CMU0750;Oboe IV;1;6;195
CMU0751;Oboe V;1;6;195
CMU0752;Oboe VI;1;6;195
CMU0753;Oboe VII;1;6;195
CMU0754;Oboe VIII;1;6;195
CAP0248;Oficina de Artes Plasticas IV (composicao e Cor);4;0;60
CBD0290;Ontologias em sistemas digitais;4;0;60
CMU0763;orgao I;1;6;195
CMU0764;orgao II;1;6;195
CMU0765;orgao III;1;6;195
CMU0766;orgao IV;1;6;195
CMU0767;orgao V;1;6;195
CMU0768;orgao VI;1;6;195
CMU0769;orgao VII;1;6;195
CMU0770;orgao VIII;1;6;195
CMU0591;Origem e Evolucao dos Instrumentos de Metais;2;0;30
CMU0485;Orquestra I;3;0;45
CMU0486;Orquestra II;3;0;45
CMU0487;Orquestra III;3;0;45
CMU0488;Orquestra IV;3;0;45
CMU0489;Orquestra V;3;0;45
CMU0490;Orquestra VI;3;0;45
CAP0203;Os Papeis do Desenho;4;1;90
CAP0272;Outras Pinturas;4;0;60
CAP0205;Palavra, Imagem e Intervencao;4;0;60
CRP0553;Patrimônio Cultural e Turismo;4;1;90
CMU0592;Peculiaridades Estilisticas na Interpretacao da Musica Tonal;2;0;30
CAC0595;Pedagogia e Processos de Criacao;4;0;60
2700400;Pensamento Critico nas Artes;4;2;120
CMU0512;Percepcao Musical I;2;2;90
CMU0513;Percepcao Musical II;2;2;90
CMU0514;Percepcao Musical III;2;2;90
CMU0515;Percepcao Musical IV;2;2;90
CMU0516;Percepcao Musical V;2;2;90
CMU0517;Percepcao Musical VI;2;6;210
CMU0518;Percepcao Musical VII;2;6;210
CMU0519;Percepcao Musical VIII;2;2;90
CMU0658;Percussao Aplicada;2;2;90
CMU0795;Percussao I;1;6;195
CMU0796;Percussao II;1;6;195
CMU0797;Percussao III;1;6;195
CMU0798;Percussao IV;1;6;195
CMU0799;Percussao V;1;6;195
CMU0800;Percussao VI;1;6;195
CMU0801;Percussao VII;1;6;195
CMU0802;Percussao VIII;1;6;195
CAC0671;Performance Design: cidade, espacos e visualidades expandidas na cena contemporânea;4;0;60
CMU0668;Performance I;3;2;105
CMU0669;Performance II;3;2;105
CMU0851;Performance III;3;2;105
CMU0852;Performance IV;3;2;105
CMU0545;Performance, Educacao e Sociedade;2;4;150
CAC0670;Performance, Genero & Artivismo: Politica e sexualidade na cena contemporânea;4;0;60
CAP0210;Perspectiva e Sombra;4;0;60
CJE0629;Pesquisa da Comunicacao;2;1;60
CRP0394;Pesquisa de Opiniao Publica;4;2;120
CRP0285;Pesquisa em Publicidade;4;1;90
CMU0260;Piano Complementar  I;1;1;45
CMU0261;Piano Complementar  II;1;1;45
CMU0787;Piano I;1;6;195
CMU0788;Piano II;1;6;195
CMU0789;Piano III;1;6;195
CMU0790;Piano IV;1;6;195
CMU0791;Piano V;1;6;195
CMU0792;Piano VI;1;6;195
CMU0793;Piano VII;1;6;195
CMU0794;Piano VIII;1;6;195
CAP0206;Pintura e Cinema;4;0;60
CAP0290;Pintura e Colagem;4;0;60
CAP0212;Pintura e Espaco Publico;4;0;60
CAP0211;Pintura e Fotografia;4;0;60
CAP0270;Pintura e Paisagem (Marinha);4;0;60
CRP0396;Planejamento de Relacoes Publicas;4;1;90
CBD0265;Planejamento e Avaliacao de Bibliotecas e Servicos de Informacao I;4;1;90
CBD0266;Planejamento e Avaliacao de Bibliotecas e Servicos de Informacao II;4;1;90
CRP0531;Planejamento e Gestao Estrategica em Relacoes Publicas;4;1;90
CRP0486;Planejamento e Organizacao do Turismo I;4;2;120
CRP0489;Planejamento e Organizacao do Turismo II;4;2;120
CRP0353;Planejamento Publicitario;4;1;90
CRP0454;Plano de Negocios e Gestao de Projetos Aplicados ao Turismo;4;1;90
CAC0269;Poeticas da Voz III;2;0;30
CAC0274;Poeticas da Voz IV;2;0;30
CAC0278;Poeticas da Voz V;2;0;30
CAC0279;Poeticas da Voz VI;2;0;30
CAC0643;Poeticas de Atuacao I;8;0;120
CAC0656;Poeticas de Atuacao II;8;0;120
CAC0644;Poeticas de Encenacao I;4;0;60
CAC0657;Poeticas de Encenacao II;4;0;60
CAC0546;Poeticas do Corpo e da Voz I;8;0;120
CAC0547;Poeticas do Corpo e da Voz II;8;0;120
CAC0574;Poeticas do Corpo e da Voz III;4;0;60
CAC0599;Poeticas do Gesto e da Palavra I;4;0;60
CAC0600;Poeticas do Gesto e da Palavra II;4;0;60
CJE0622;Politicas Publicas de Leitura;4;2;120
CRP0463;Politicas Publicas de Turismo;4;1;90
CMU0475;Pratica Cameristica I;2;6;210
CMU0476;Pratica Cameristica II;2;6;210
CMU0477;Pratica Cameristica III;2;6;210
CMU0478;Pratica Cameristica IV;2;6;210
CMU0483;Pratica Cameristica IX;2;6;210
CMU0479;Pratica Cameristica V;2;6;210
CMU0480;Pratica Cameristica VI;2;6;210
CMU0481;Pratica Cameristica VII;2;6;210
CMU0482;Pratica Cameristica VIII;2;6;210
CMU0484;Pratica Cameristica X;2;6;210
CMU0593;Pratica de Coro de Câmara I;4;2;120
CMU0594;Pratica de Coro de Câmara II;4;2;120
CMU0595;Pratica de Coro de Câmara III;4;2;120
CMU0596;Pratica de Coro de Câmara IV;4;2;120
CMU0597;Pratica de Coro de Câmara V;4;2;120
CMU0598;Pratica de Coro de Câmara VI;4;2;120
CMU0599;Pratica de Coro de Câmara VII;4;2;120
CMU0600;Pratica de Coro de Câmara VIII;4;2;120
CMU0906;Pratica de Coro de Câmara X;4;2;120
CMU0908;Pratica de Coro de Câmara XII;4;2;120
CAC0682;Pratica de dramaturgia;4;0;60
CAP0273;Pratica de Escultura I;4;0;60
CAP0274;Pratica de Escultura II;4;0;60
CAP0275;Pratica de Escultura III;4;0;60
CAP0281;Pratica de Fundamentos da Linguagem Visual;4;0;60
CAP0276;Pratica de Gravura I;4;0;60
CAP0277;Pratica de Gravura II;4;0;60
CAP0278;Pratica de Gravura III;4;0;60
CAP0279;Pratica de Multimidia e Intermidia I;4;0;60
CAP0280;Pratica de Multimidia e Intermidia II;4;0;60
CMU0695;Pratica de Orquestra de Sopros I;3;3;135
CMU0699;Pratica de Orquestra de Sopros II;3;3;135
CMU0700;Pratica de Orquestra de Sopros III;3;3;135
CMU0701;Pratica de Orquestra de Sopros IV;3;3;135
CMU0702;Pratica de Orquestra de Sopros V;3;3;135
CMU0703;Pratica de Orquestra de Sopros VI;3;3;135
CMU0704;Pratica de Orquestra de Sopros VII;3;3;135
CMU0705;Pratica de Orquestra de Sopros VIII;3;3;135
CAP0271;Pratica de Pintura;4;0;60
CMU0454;Pratica de Repertorio de Canto I;1;0;15
CMU0454;Pratica de Repertorio de Canto I;1;0;15
CMU0455;Pratica de Repertorio de Canto II;1;0;15
CMU0455;Pratica de Repertorio de Canto II;1;0;15
CMU0456;Pratica de Repertorio de Canto III;1;0;15
CMU0456;Pratica de Repertorio de Canto III;1;0;15
CMU0457;Pratica de Repertorio de Canto IV;1;0;15
CMU0457;Pratica de Repertorio de Canto IV;1;0;15
CMU0458;Pratica de Repertorio de Canto V;1;0;15
CMU0458;Pratica de Repertorio de Canto V;1;0;15
CMU0459;Pratica de Repertorio de Canto VI;1;0;15
CMU0459;Pratica de Repertorio de Canto VI;1;0;15
CMU0491;Pratica Orquestral I;6;0;90
CMU0845;Pratica Orquestral I;3;2;105
CMU0492;Pratica Orquestral II;6;0;90
CMU0846;Pratica Orquestral II;3;2;105
CMU0493;Pratica Orquestral III;6;0;90
CMU0847;Pratica Orquestral III;3;2;105
CMU0494;Pratica Orquestral IV;6;0;90
CMU0848;Pratica Orquestral IV;3;2;105
CMU0495;Pratica Orquestral V;6;0;90
CMU0496;Pratica Orquestral VI;6;0;90
CMU0497;Pratica Orquestral VII;6;0;90
CMU0498;Pratica Orquestral VIII;6;0;90
CTR0801;Praticas Audiovisuais;4;1;90
CAC0680;Praticas da Cena;4;0;60
CAC0551;Praticas da Cena I;4;0;60
CAC0555;Praticas da Cena II;4;0;60
CAC0562;Praticas da Cena III;8;4;240
CAC0601;Praticas de Rua;4;0;60
CMU0875;Praticas Experimentais de Criacao Musical I;3;2;105
CMU0876;Praticas Experimentais de Criacao Musical II;3;2;105
CMU0380;Praticas Instrumentais I;1;6;195
CMU0381;Praticas Instrumentais II;1;6;195
CMU0382;Praticas Instrumentais III;1;6;195
CMU0383;Praticas Instrumentais IV;1;6;195
CMU0538;Praticas Instrumentais IX;1;6;195
CMU0384;Praticas Instrumentais V;1;6;195
CMU0385;Praticas Instrumentais VI;1;6;195
CMU0386;Praticas Instrumentais VII;1;6;195
CMU0387;Praticas Instrumentais VIII;1;6;195
CMU0539;Praticas Instrumentais X;1;6;195
CMU0540;Praticas Instrumentais XI;1;6;195
CMU0541;Praticas Instrumentais XII;1;6;195
CMU0617;Praticas Interpretativas na Musica do Periodo Classico;3;0;45
CRP0544;Praticas Laboratoriais de Relacoes Publicas em Novas Narrativas;2;1;60
CRP0541;Praticas Laboratoriais em Comunicacao na Administracao Publica;2;1;60
CRP0532;Praticas Laboratoriais em Eventos;2;1;60
CCA0303;Praticas Laboratoriais em Multimidia;4;2;120
CRP0536;Praticas Laboratoriais em Relacoes Publicas para o Terceiro Setor;2;1;60
CMU0671;Praticas Multidisciplinares em Canto Coral , com Estagio Supervisionado VIII;6;4;210
CMU0469;Praticas Multidisciplinares em Canto Coral, com Estagio Supervisionado I;6;4;210
CMU0470;Praticas Multidisciplinares em Canto Coral, com Estagio Supervisionado II;6;4;210
CMU0505;Praticas Multidisciplinares em Canto Coral, com Estagio Supervisionado III;6;4;210
CMU0506;Praticas Multidisciplinares em Canto Coral, com Estagio Supervisionado IV;6;4;210
CMU0672;Praticas Multidisciplinares em Canto Coral, com Estagio Supervisionado IX;6;4;210
CMU0507;Praticas Multidisciplinares em Canto Coral, com Estagio Supervisionado V;6;4;210
CMU0508;Praticas Multidisciplinares em Canto Coral, com Estagio Supervisionado VI;6;4;210
CMU0670;Praticas Multidisciplinares em Canto Coral, com Estagio Supervisionado VII;6;4;210
CMU0673;Praticas Multidisciplinares em Canto Coral, com Estagio Supervisionado X;6;4;210
CMU0904;Praticas Musicais Didaticas em Projetos de Extensao;3;1;75
CAP0300;Praticas Performativas I;4;0;60
CAC0559;Praticas Performativas II;4;0;60
CMU0460;Praticas, percepcoes e poeticas corporais e a performance vocal I;2;4;150
CMU0461;Praticas, percepcoes e poeticas corporais e a performance vocal II;2;4;150
CMU0465;Praticas, percepcoes e poeticas corporais e a performance vocal III;2;4;150
CMU0466;Praticas, percepcoes e poeticas corporais e a performance vocal IV;2;4;150
CRP0350;Principios da Economia Aplicados a Comunicacao;2;0;30
CRP0350;Principios da Economia Aplicados a Comunicacao;2;0;30
CCA0319;Procedimentos de Pesquisa em Educomunicacao;4;2;120
CCA0304;Procedimentos Educomunicativos em Educacao a Distância I;4;2;120
CCA0305;Procedimentos Educomunicativos em Educacao a Distância II;4;2;120
CAC0645;Processos Criativos e Pedagogicos I;4;0;60
CAC0653;Processos Criativos e Pedagogicos II;4;0;60
CAC0660;Processos Criativos e Pedagogicos III;4;4;180
CAC0687;Processos Criativos e Pedagogicos III;4;4;180
CAP0255;Processos Fotograficos;4;0;60
CAC0602;Producao;4;0;60
CAP0303;Producao Audiovisual e Perifericos I;4;0;60
CAP0304;Producao Audiovisual e Perifericos II;4;0;60
CRP0423;Producao Audiovisual em Comunicacao Digital I;4;1;90
CRP0424;Producao Audiovisual em Comunicacao Digital II;4;1;90
CTR0810;Producao de Games;4;2;120
CRP0538;Producao de Novas Narrativas no Contexto das Relacoes Publicas, da Comunicacao e suas Interfaces I;4;1;90
CRP0543;Producao de Novas Narrativas no Contexto das Relacoes Publicas, da Comunicacao e suas Interfaces II;2;1;60
CCA0296;Producao de Suportes Midiaticos para a Educacao;4;2;120
CJE0335;Producao Grafica;2;4;150
CRP0357;Producao Grafica;4;1;90
CRP0552;Producao sonora/midiatica e a construcao dos sentidos;2;2;90
CAC0545;Producao Teatral;3;0;45
CRP0323;Programacao Visual;4;1;90
CAC0634;Projeto Cenografia Teatral;4;12;420
CAC0307;Projeto de Cenografia Teatral I;4;12;420
CAC0308;Projeto de Cenografia Teatral II;4;12;420
CMU0877;Projeto de Criacao I;0;4;120
CMU0878;Projeto de Criacao II;0;4;120
CMU0879;Projeto de Criacao III;0;4;120
CMU0880;Projeto de Criacao IV;0;4;120
CAP0320;Projeto de Graduacao em Artes Visuais I (Bacharelado);4;2;120
CAP0325;Projeto de Graduacao em Artes Visuais I (Licenciatura);4;2;120
CAP0321;Projeto de Graduacao em Artes Visuais II (Bacharelado);4;8;300
CAP0326;Projeto de Graduacao em Artes Visuais II (Licenciatura);4;8;300
CAP0312;Projeto de Graduacao em Escultura I;4;2;120
CAP0313;Projeto de Graduacao em Escultura II;4;8;300
CAP0314;Projeto de Graduacao em Gravura I;4;2;120
CAP0315;Projeto de Graduacao em Gravura II;4;8;300
CAP0316;Projeto de Graduacao em Multimidia e Intermidia I;4;2;120
CAP0317;Projeto de Graduacao em Multimidia e Intermidia II;4;8;300
CAP0318;Projeto de Graduacao em Pintura I;4;2;120
CAP0319;Projeto de Graduacao em Pintura II;4;8;300
CAC0635;Projeto Direcao Teatral;8;8;360
CAC0301;Projeto Direcao Teatral I;8;8;360
CAC0302;Projeto Direcao Teatral II;8;8;360
CRP0330;Projeto Experimental de Relacoes Publicas;4;7;270
CBD0234;Projeto Experimental Em Biblioteconomia I;2;2;90
CBD0267;Projeto Experimental em Biblioteconomia II;12;1;210
CJE0411;Projeto Experimental Em Jornalismo;5;20;675
CJE0314;Projeto Experimental Em Producao Editorial;8;9;390
CAP0156;Projeto Grafico;4;0;60
CRP0464;Projeto Interdisciplinar de Turismo;2;5;180
CAC0632;Projeto Interpretacao Teatral;8;8;360
CAC0303;Projeto Interpretacao Teatral I;8;8;360
CAC0304;Projeto Interpretacao Teatral II;8;8;360
CAC0603;Projeto Mimica I;4;0;60
CAC0604;Projeto Mimica II;4;0;60
CAC0640;Projeto Teatral de Licenciatura;4;12;420
CTR0674;Projeto Tematico Orientado;4;2;120
CAC0636;Projeto Teoria do Teatro;4;12;420
CAC0305;Projeto Teoria do Teatro I;4;12;420
